address,balance_sats
16yLygNVvuWzmzvixht5kUaDmn4FDUZNHk,5000000000
1ECWaLXmhAiT4bTNMZcW4hJqVJUQTQjWv7,5000000000
149SSvmqH5Q6V3eyCgVQgaP9CK1LCjcfuJ,5000000000
1C5yQmCEF3BdNu7YzstZC8mcH8gsREGGYB,5000000000
1CeL52WuFKeA9tdX7oj44wXirrrEm2rBwg,5000000000
1DwhBMRQk9AsCB7aiuBwDF6Qz6HCU5qohk,5000000000
1H5Tz2dgcfv9enTNRXrvoDwGMKhHimLX3A,5000000000
1fmYsJ4RPyq7gpt41iqYaFijfTdQAJvNZ,5000000000
1HfNumLUGm46C6asTxLWvPnfgBeb6LFoKs,5000000000
1PY9CcLbysrfQmjSzBbLYo8dL1r1LTvDe,5000000000
1BJE8eJjSjxf4LbTUWspHdQQyf7G12AVE,5000000000
1LQ476ZPiz1GBBd2pQseuHiXcsKuQvXqDw,5000000000
1HLxp31NvvTxH2N13TybrXDYm8jQ2b45em,5000000000
1dGmfJnKVjtTMH5rPrkoBb82YRmJMDqkn,5000000000
17AZ2jtdx7pn9phGtSr9ayF2VAdEE9S5qv,5000000000
1FJKnVMedP6X7cwsMJhi3aWagZyATcQqcV,5000000000
173Czjd3Ysq5tT367oqrpFpphRrg9ZZuxF,5000000000
1DopZ2tu8SsJoQUr45Zvw1LBDESHHzCD1t,5000000000
13QWJKZ3UANVn9yNpQB6aK8Ek7c6yeULks,5000000000
1Hnjz4ZWDH4iRdtfardwj7UHTs8FZag4rm,5000000000
1y1JhsUEBcHoQRq7FxkoimiTHtFMiRYA2,5000000000
1MVMnQFdmd3TbHxYLg9KSj4Yy7T1cXHJ9S,5000000000
1Q9tKYKyCBe26YjTAJwGbYJrosberV5JHU,5000000000
1EQDkN3jasQkc1beQcTXSZyd6BaKBTCevT,5000000000
1BRPz1PUtipHF663QX39vmC5EtWWPW5xE9,5000000000
1KDFGcSecMVZruTdKtz6BDQMFQ9if5oKcB,5000000000
15mb3amLKzUgc4BGYktagUVnJMH7N6GN78,5000000000
18CEbMGFQuJETWQRPGNeHb6DBbWeMmq3nW,5000000000
18mdL9Q28bnyA2EUks7ckw3q3CwPWvC8h4,5000000000
18yB9FZLZfBnXP7bEVWgLyPrBxLRJE76Ls,5000000000
1ozmw5Enu9vAVmLe62f2W3LeJyxpkz2Hi,5000000000
1CfCNtXrv9SPUZBkVCtU623Ut758aHCW9V,5000000000
12nJaY6Yz6GrNXmjbqhhqYqF13vEEzb71s,5000000000
1HTYmJQVcVDzBWuauRts93BJykXotHCa1p,5000000000
1FLT7yRyyMmSTZRwFvsFPcEtDptCF1bno8,5000000000
1GvuqwEFHDzYHnTxRCaQwqsYFVXtcQvR5i,5000000000
1AskM6ifTb7UA2Jwf1nSYuQ2bh3Zt9ttYB,5000000000
1JvWB26V54Xno9qWfJntPEsFmxeCT4JEoE,5000000000
15SQtmWa8GXNcJ7D18GRddkHqy5hnSBksZ,5000000000
1HWmM78SArXKvHLNPod5y3ub52JfRWsWx8,5000000000
15dMbrzMh8mM3oPNG7bSQx6Quwcg2tMacg,5000000000
17GQtjUp9vPA8QRtPgv92AaPbjMtTshL7J,5000000000
1EhadcAPfYirdebzNrCUZT72BmtueVKwMs,5000000000
17tkEp8KBxhLmMqB8R3cfTDoQR7SXAZsNT,5000000000
1MTi3LHupTUVC5ajLAoCsWBSYVARCFc2UG,5000000000
16Yce23v7cSoCC7CJQg6bULYHHkVjAWKcj,5000000000
1HkTSqCUnVp1kAYRtpHYyqc9W5RdC9FhUv,5000000000
1Hpf3ihCuFL84HfuA9psZt3e6wrP5iPqY8,5000000000
1B8wJrBv1oYLYGSnRTYV2mFK4yKoDPT7uw,5000000000
1Lbmon7ykB43V77VkRWPgkj3bEdN6Z369V,5000000000
13WZvcJDGLqFAJwUcqfGiK7K2KFHvzLVm2,5000000000
1CNV2FNxizUtZuqjbnY6ZA5tmp5hpwG4of,5000000000
18JVRV5nJfUngyXZuHiviMe6CQMB2y95br,5000000000
1KytmYUN7RYXw12qeYFzRqno6kEJu4Em1H,5000000000
14H28XqBFeL4siwhrizZfgt133fjLX3znf,5000000000
16Sn6fx9AZVKxVePXJym1wQHAGFdawf7bD,5000000000
1NHzbeLSxoPFfhEx89e4CjUkaTfX5fmxWD,5000000000
15eCbjbLFSfNkoMBHp9kKDxn3nJ32f3ptF,5000000000
1PiNEgTyzQZ5fYpVxTKGegAd4pnmn3L3te,5000000000
1QCc5HZhwyX5JfzejsQ7DwPaiyUAn7mALT,5000000000
18jcYCA4cjCENhKrm1NvZhA7bKELPHgF6P,5000000000
1LxphzsdFFVe5j2kFqr2D1YaydUvuub8GU,5000000000
18MqvJfeQJSyftDDdgLnoYuuCdd3oDt5WP,5000000000
19reC4D5Uo2hgJa6CxB3yAsT6SZqDb2X8E,5000000000
17XQURuUXm3KD7xfNYJwMvMziRojWYvf5Z,5000000000
1BaZ6JwkPwBKN4xvjaGkq4Zxd3udwjB5Kz,5000000000
18UX6z8mMg2LVY3a1izacT5njzNDRJZBkR,5000000000
1AaFHds653yzeuTE6fZTmLeVWA2NdnHF59,5000000000
1FE7iHg68ASfTewxr5XL1ydUFWruoK1vgJ,5000000000
1NrjQSKcj4B3Q3JD7ejyQEj8B8wVj27daP,5000000000
14CYjYQMQx2Q8DEaDZY1sAQgz2nJg2KAR2,5000000000
17mE6koXaSgqYsXdnurVDVt7Mgvqc4YtSy,5000000000
1Mtm5PBzaip5oFe3y2zsxym4ACDr6KXxzW,5000000000
1BufzVsDfphC3zAycnrXZGaKLAkhqmQiEw,5000000000
1LU3teKhMdpGWbQNbeLDXAKPC68N2AeyDk,5000000000
1NRRLXfAipwVc4xoZMyj71qVpCevTBEA7f,5000000000
1DyfdRihd6X444e1wfkhxaNGjJivRTAYFv,5000000000
18CV8RrDji9YFYkQKJ8s8gVQfHWL9eoGn8,5000000000
1HwheHg8bna8SorjAQWmTcJwwM9skpH1MP,5000000000
1P1MVa1S7FmExpC6riae34xHyzn9ug1wvF,5000000000
1K1MinszmurRSjEmGTk5DLe619VBR2DPAn,5000000000
16RN8LGJSb9RvqmHaEwdXuawNBimzbuYW8,5000000000
17zcq5mhBrchrTgF37sEty1WuRfmjm8Y7c,5000000000
1B1RafpjrPZ6LoFFnpgqbSBUPgnKCfcnhe,5000000000
1JnoQ1brBJof58uNNye25j4XA8DtY3G3Xz,5000000000
1JehPhbx28DoTvHhbHiwMUYnc1TRsNZoae,5000000000
14hLQJ1vSDrRGQNjohoS9Ln1Cih3wfT8JU,5000000000
12zxnDKGXHSgc7TJ2TyDj4GrRhj9GWab88,5000000000
16YggtEn6zdhV6FY6HeQTjzDkUhyk64wb2,5000000000
1GMpFhYMGCbQqMRGCGdDfHk74miwcqMZWZ,5000000000
14TVzgWA1nL2otpG8vVLTu18Bvp7ABc8qj,5000000000
18tvto16HiRv218zjijG7NYMZ1RX3pqiR8,5000000000
15e9Rbw3aTmxaCm5GepucRwDWRbCKEESFD,5000000000
16wFUJJhWnvj9epqXX6YPLuaDNzDP39gnH,5000000000
1LhMkoTkpaWEoiKPaMWW8Lq1H3UU59Zhuc,5000000000
187tfjXha3PbdvvKJAK5JKWZCTvYF8RoML,5000000000
1FzbKyVGZrFJpn68tDczbJQoJ3ankAxMRF,5000000000
1FLLtCveUBbk41xDqDSTCmuhFUyNAq9Sbd,5000000000
1C6aSnyTBwAiJoeTSZgJXGDrUDaZfAC3rn,5000000000
1Gax7d4S7XuSPGb3uVf2dc37TG9ndyzHre,5000000000
15nVsSqMK7FRDS76MeXWNdKzGk96qLi6WC,5000000000
16Y973dL5XgZrBe7KYk8atUraaQ91KzEYz,5000000000
1DNCE8gfdMvFVaJzzaupu2yh8V3z3wuQhj,5000000000
15ok5vAuvdWUTFEkXY54SAoqRQY2qJSr2v,5000000000
1E6uSGV52e329N7q8kUHXQjT8ymt4fyU3R,5000000000
1GHf7YpdVjxRzKbnpUkYuFjiYkGmC9tk8d,5000000000
1scm2hCjsyCWFq7uxRmmse6F3TS1VoWiE,5000000000
1Gw2ykC3aRtnAYjk332E53LKH1KVEDfx6h,5000000000
1QCHfUTT3E1rd5D6gJ8kfgBmitkMcb629C,5000000000
1KxA8WG4C9Kdk9ioKRfwhwVkCVXvw8wTYU,5000000000
12D8W9T4Wxtouwg7ZrG56LSu6kbL2eVFXt,5000000000
15CSxzLueB1FwA96XaebQ8N6PB5GRkzzeG,5000000000
18hwGW8XWRzqehWiAHWXj7bgadtKVWVXeS,5000000000
14ddDJDjCuHF3tJt1Bjbb88QjWeimy4wpa,5000000000
14W5Lege1KxPzmPr4Eum1nf1tabW5aojD8,5000000000
1BmTBfJXS4wupt2fk1famH3NrwKggYNjRm,5000000000
1G7upgDbZXAZ1xk6GeuzyzAwsPy9xK2yis,5000000000
1Ksc1eDj6JBh2uaesC5JzSsHGmYsaarUzG,5000000000
15iQ2g8oXZAsFB15UWTNwG5Mh1pPxJAdbA,5000000000
1HHMcntZseXcUPmbP3ruwr4dKGsZAmTShT,5000000000
1EwWS4PJHNCMx9ZHGMuiKXufPrKtpByDr8,5000000000
1KaAQcGUrYrbhQokeE1Cx19BgEnAAF4vKj,5000000000
1FuWJPwqSMZnk3aSKsUdHSNWDxiUqs6r4q,5000000000
1Gp8j1NoDn6b8yE8k2t96c1WmZiJukJ8Gh,5000000000
1EJpyi6CrVgkYRdhubksmyQSF5tpJSxqRW,5000000000
13PcZDNN9uPd8crztZMtDtyXKiwripZ3na,5000000000
13WU8TTk6S9h3Lveu8D6WcCnxpgo9GXj8S,5000000000
1EqVU5a5LijYQHvytWmQ94CG7Xo81UJjgH,5000000000
1JamtuRRu9sLwJeeNzwRdWNJtn38AvoKk3,5000000000
1MLs7eNxSfQPbVrfWeqCmuWqR5Ny3sMUXN,5000000000
1Nqy6XY9DgB18YtLSSpabRGPthh6P48HLd,5000000000
1ADhqScvXxRaAmVk28sTjdU9S8F1nC6kVW,5000000000
13J4h19m7zincRurm3uAtJ5XziTM3YSas8,5000000000
12gqrWV3eU7gjqPR6Zz5vuCH43qC2W2MN8,5000000000
1dPC42yWdcKmXcQAcBMdWMuB7Apb91gxv,5000000000
13BtAmAVsNhsu48AiiP7NTB84b2cdsN2rY,5000000000
1Eq5NVrxXhCmycmi3UEZ7jJRb16goVvctR,5000000000
1MXpoyQxhFyasKfnPNmaijEW1JrvFcw7dZ,5000000000
1C9su5tDN2YQkbVFPAybNr5AzQzyYYoBac,5000000000
11679B9cmcUbf2CGmATmLGXHtm7qZzMEkq,5000000000
1BpymngftQ7kR9GfZz6HfPNmg1JPTcBsXy,5000000000
1ETue77FLD3XaVPRGMbDrNsGZKEKt5G3mF,5000000000
162zGqGQPXCXsPwRDajZ6gmCr9qRARoqCh,5000000000
12yCns5ctV3sdCMWqHmzRwQ67K6qLwMPka,5000000000
1EcMYtxLjZfnNHQYj93oX6WAc2WLPzJN4X,5000000000
1C7bqx9cmHY4hrDuAN28h8PQUuT5PSuyj8,5000000000
1KQ4YuQs4kP6zcJhtDG4QiPeMNJZTsu3PB,5000000000
1PbTGsXfazoTuugFuqNorRfqYD5GaBH93M,5000000000
16JQQosVVWfZcDZhzWpEoYMg1VAr72Smwk,5000000000
13UoCZeduJ96tBcPRd4Dig5EinZTHuUjTB,5000000000
1MB8atVhhaZvb6M8xwkM35GMR9BBzcgeCv,5000000000
19mQDT7CHKPL3KrtYUwjMpX2K3tdoVwSVM,5000000000
1yheJfvhURjgeLKTVnqpTuZMVLAbiKFoH,5000000000
16v5U6zvRQSWU8tqgX2KqYPv74Snp88BmX,5000000000
16wFG1i3fJQS5vGRzQf4vjsSAAyV2j7Fmg,5000000000
1DQiptPg12zsmtTCPErXQ97hJAg8dnmK5A,5000000000
1ixwskf7Yqg2LjfNkaqyGiEiuniEkLL3S,5000000000
15mAVVqWHqHCsvkpQx63xpjxgFkAT8aeYX,5000000000
1BHcYMSwhfjoSMbHebenoqmJibnUYzyuWN,5000000000
1E4waMvmHQ4NVq5RucHvb7GYcb3FGfJN7V,5000000000
1C2ETndJ929imXe6WGe6ZG8qTx9Eo8HABP,5000000000
12h7etydenQtcDo9DmwvGZdXZChLSL516m,5000000000
1MRRxKdc37CjTH1CtheaWZ6qV2W22C9MwE,5000000000
1DhWZ9SUAEeS1G9KkQWvkcQEKtZVCKncVG,5000000000
1K7z84hSBbUT1RHmVmStYJWY3kxGyfrvnc,5000000000
1AYvDNbEcpf83tEonvpD1LPgarVnad6gC2,5000000000
1MW5HsfyoNsuTqXjDW4uXQj3d26TA9KXUg,5000000000
1DNVHpoFaH72b4ku9KzysmdautdGyE5myh,5000000000
143pUMA6prk8io11AMEv7AU5ZY6YodyrQR,5000000000
1Nz6DxWNfFB6e6GdhbTVZibSSN1x3CZ9uA,5000000000
1CP8DP3xx7hEoE3ntMs8Em6YTtTE1cQCMP,5000000000
19rtrA6LjdLRMkSwNEhpXgPENPsH5XKudd,5000000000
1Pbw92eav4PFe2Xu7scEAtZjbgEAdhTTi8,5000000000
16ZShWAYr55vtvfm5A4xuZhEtqpXE4BH2s,5000000000
1Htew83zxx7w1bLHiTaEq6AkTSZvYW6F4r,5000000000
12xDhjPLU7529wCqgsaoAVk32mXJYG3NcD,5000000000
1AmmiTaKgFXdnKj3HCMq5VuT5Z5ynWMttG,5000000000
14RMMzinRB9qwgAXth7xZPFCudQnJGvpQQ,5000000000
17euzH2M4wQUNDUcbshsLGF9b7ByfFY1ti,5000000000
13sVNqXgLNwUJJxzRUZ7Y92bT22B8puHUp,5000000000
12FwqsdJjxL9cH1NiYsMJ8Di1Bxxx5RbFV,5000000000
1JRfkTZhiBzsJGr4L9NQE98hwD1qZEF7q1,5000000000
1GoqPh7Zxw2ATNUYPy17E4iCvQnSg2Pdce,5000000000
1LB8u1nKN6Hc47UAi3bTQf8GiKSLenn7gU,5000000000
1HwwRfxwXQ3qmtwQmkaUeyUTDXc4yAkYsk,5000000000
1JA3YJ4hxjMxqPHryjJfedNQ4brM5ps51j,5000000000
16qNnTphC5uPkd8f2ZDqMmybzPQeJtve5u,5000000000
1Gwgd7EwMwRy8e7JVwoYt9VXKLScu3ddGV,5000000000
1Feq45CNmXmwXMcJGANpq3XM7R9xZLUxNX,5000000000
1736qihMctjp3ACUgTbUB3aCaAbjCaMWkw,5000000000
1AzuppCEAsdCp9CDzc92vcbZdP5yrwdpXR,5000000000
1LuaC7uxK3hxWRCzn5bYzeKhj118bVQ83i,5000000000
179vvh6Ha4HBLRvmvDodmonEUL5Cmntzvj,5000000000
1H7jsCpRUEEuPZN9yvsGUHcPX3VabN6Adt,5000000000
1NeRmdK2b3bfdUVefQwYA8SfH8wR4huwVy,5000000000
19nGC8BpjDXJPt3GgE831ugaifYN52vB6A,5000000000
1BBo8MU7LXPF5nhDuyZ72Q4massC36AgZ,5000000000
1JicBMEPYoo49tPFLKXL5Tb4Ln7HRPBR6T,5000000000
188j5LR31qfsm4tGDvrgAiQvQf4pSDMdL9,5000000000
1Pvvh3zGTPygCEPxFU8vXJDLYTFnhpeUiH,5000000000
1WFDPbFiFUpHNz8MZwvUv6GMqZnrZSJx1,5000000000
1J4JMChMzjPEiA6g2zT1w4rkAUiy7YqGH,5000000000
1EY4ay9oAp4JEdBpxcjZhytgBCKqCseczt,5000000000
1Cy1im3KvjgQBot2jyR3aSpn79vzaotd8x,5000000000
19bGTwFqFCirhwg8BdiBiZgYhTKzSEGmA1,5000000000
14Dm9dBNGEMpkrJrWBndgFuxEc5WaDRydr,5000000000
1CPH8nKm5LfbSuSazViKbbxfZGkkKpJY4,5000000000
1QJqaQ7hWLF98tkDQLa41cps6AAuV7YwXg,5000000000
1MSb1GKiehE32m8cPAhUQbub21SHZHbom9,5000000000
1MvKtriR5d7VvWYQaDMC3VYwF7KQHaNwmt,5000000000
18FNHZydc2UdLssR3DwUocV4DFZBkcKajt,5000000000
1L4Dnq5qjAqoReKNmc8RuP68JDS2GJEjaC,5000000000
1EDLMbT9j4CADfJ5JfagJgeoXNER6xZYcU,5000000000
1LwHfb5v95QFVYF6drwmpThtaWpC31QB74,5000000000
177MnEuCxDx65GgxBmEbtfbdkAhoa7V4Ks,5000000000
1EjhxJxhMTQNQKBZXFDMEEsTXCYF3N9nKq,5000000000
1BoCGogcBKbEpM6XXwWDTKWw1rkDjnpa7H,5000000000
1mch6zRXdbNjwkg8TnfgPRqc9uh5Z8Bcn,5000000000
1AWq3cpY3PZvhHTgsYgUYZsbYmTjvmeYJQ,5000000000
15FKTpy2XCbT9hoWD82HbuqZ586HThdSr4,5000000000
12tDwhedtbU5B6x2DQpo9FhoXFYubZQXvP,5000000000
12NS2vQeEQCAcTQKgayQY2gHpqHHuhejz2,5000000000
1N3SdYCnzZUfSkyEBRhjFLgun4vZmmgYwJ,5000000000
12Vvvj8ANTfZkk4u2kMPSnDTEvGAQU6A2E,5000000000
1A5ozLoiJEYoPWqvcPUyJ6mioGGaDrMSSB,5000000000
1Pm5Ykzym9Fjv48mzGNmW8YFkJRCfW9hj3,5000000000
1iM14sCYVY81DVeQCmx2ZadbU886xJRGD,5000000000
16dWcopmxhjpHYcvcKadviNjVJQUfrdpEH,5000000000
15XDeuYCqbqcmQqPrjv9dPugn7pCYWHpCv,5000000000
17qLwd3wJkpv6GFMAVThRnzANZ4angLvHU,5000000000
1rGxVs3jcsKX9MVPg8aaL4YG8L3c8ZZ1s,5000000000
14nc1AZgdRH9zZZeLf1Xpyuihithfer7Wu,5000000000
1V6PNCKkx6FtzjDLN58fUXAtAJysuo6jF,5000000000
1E8xkwrfoyzJpGtKsKEpq9nJoL1UF96UnM,5000000000
1QR9ftkAXQxzY3hQxuPDqdTGNUo8jAfeX,5000000000
1LgdNuUpLPk55PMo321o28fp5XnigQx5V,5000000000
1AeJxqBy4UeNJKDdEpyoikNJzZ8M81ztYL,5000000000
14EczCMSvSJjArC6kQwhiaG4z6dsLNvaDZ,5000000000
1JhWRewPnE86PUmTmT3S4WybX7S4ix6Jb7,5000000000
18mrf879UZgPMYKqyCA8o4zZbpyQCn94s5,5000000000
1FhwxjT8B6BfiGWRfjdnN8u7aeDY8a82dq,5000000000
1L7QyjuYijWcGGF5zBrgCHW2UpyiVSaxHr,5000000000
13AdVMNbm23Fdrs6cqgKvi1g3KanK1vERP,5000000000
13ReuGJHt16YMFnVWeh7oMmLrtsJZ13HAR,5000000000
1Fm6Fe7Hp3L2DUnWvgT9FySmEuk5H1iqt,5000000000
1ws7JcYeRvJcX3tmPs4c3Jeo6hpe87VGj,5000000000
15tPVTVBpe7K3GyiAuFPxULriWJfqzkUBh,5000000000
17bcWsTxQm8MhMQY3iXkih8MhRWqbQSwKm,5000000000
14GCd4tFEgonydxgbZQT2k8rhpwNyQMpEK,5000000000
1ALK6WDGtX76odXLst74P1DZggvB7yAviM,5000000000
1LpDytDcz98uWDvUUGSHeWYXoxFrWARd2t,5000000000
1NTqx7YQgDCFSKiubiujCM9chsYXD9h8kS,5000000000
1JtFAR5vgcimUmcY4skyirmGkXVCakdnaB,5000000000
1PcoDb79QFMh9A8kPYhoNjSkLgxdvcSSby,5000000000
128sZCC5MuWY6C5nHaoLT4ZfvqUpezR4NL,5000000000
17L9DoVBvFbbwypzdD3GQWLAmLtQvfmXas,5000000000
162yJAbiTESa1rzmyWDPFDG3tmmVEQHgKP,5000000000
1TaSJi3MMUM4KbJfR3VKACgB7vDtG4LPC,5000000000
1BNfauYMuALTsWsdUEToBCSk6v6wN2422q,5000000000
1H9C2BNChM86hg614SnVrViiQLZx5QXs8,5000000000
198fTh4MXAtRVfZyX8uqRTZBFg6aNbD1ty,5000000000
1Jn9qbA19RMqJw3MenexfaxoTNiX6114nS,5000000000
15dMt1m9MH3wgYoCmg6YmniyouqNR6y7hY,5000000000
19j44FFSs6ffFpHC4RQMkE8VQ3NoGyeCNE,5000000000
15ykLQbfbc8DNRvr8MhJaxgcmyHqfsHoKv,5000000000
1GKhGEeRTznhYX4Xa6XzZjHJdf9vEaHK6k,5000000000
16q4xc6dADA8Betna2YhJopT8au5uEkUB,5000000000
1GmfDUAmPpicS4QMCCEs6Qkcjt7XZCXDGh,5000000000
1HuJxzi7fMjBThj2p2SpzdRnKpdzecdgYL,5000000000
1u4x8BHegwosTzpcAjgYHdd7Z7FBYEDe5,5000000000
1AJ72zJdt1TQsPFFA5qPCsaYTtmBepaeVY,5000000000
126QkvCkDuCvRC9k3tcNVGbmADiYFqkGcc,5000000000
1ND7AzUgJLq4XW4HHrXDb9V6hn4BC56Gco,5000000000
177fReRydumJLXCmS7RVDNxfFetqFt6P2w,5000000000
1LVMXrvcPHg4JjPk88BSAqqwifGDKd6DHZ,5000000000
1AjVJEQvQ5NPizNwgMim4jDpub4BZknrNk,5000000000
1GW4Teg9qU9UjR4BqaPtySz4kmDwmksPog,5000000000
158b1xN8s5Kg7ZFCuVhZNNUAwLriBFuarw,5000000000
1EiFFJUXgPzDiJRGdV61cYXz4w7dfsQvB9,5000000000
1HmbYbedSpCZkCiL692spU8XSxrBQ6Yaa2,5000000000
1EZd6q3TgaHUyxUAzNLxSQiFUsEiXPtEsf,5000000000
196hBakvvdi712ruShskTnKHAhLEW7b99S,5000000000
1Kcutna2E2ZtzNh5ZHw3HsS58xpLVhqmqX,5000000000
1JrrryFHD11EM9mi56rRxNnEw7PY96EJpH,5000000000
1B9Fd2CPcAptFVXR79odV88jFqsX175CsM,5000000000
1EQVbtg8MZKkvFRowzVkdPYXzKLNZdmhnC,5000000000
1Fzoo1oKSWBxaHm42u4F9WysYU67bqPZo3,5000000000
1JUnu48v9yjGMQWaB3G9tfP6ZqKh9hoRFb,5000000000
1ApnfRUczt8t66h57B7rxrGiE2w5seRWVi,5000000000
1GKu4JwRwd5gC8v6WeuY2ny3nmQtGvfidd,5000000000
1B82LNNWXB8Cd2KbdRJSgp8yhW6asFmaib,5000000000
1LraLFgx64rJyU6mT9BXCrFh1AnHLWswWf,5000000000
1CYLFa7n4318TsXXFszyfuBoJUJeAwcwkc,5000000000
18UodpQDWADVH4WgCDD8Rhti2j8bymUCX6,5000000000
15ZzA2zpxfKCTdLBMHG3PmvorptBMJnkT1,5000000000
17mdshj4x3iTnp28eLwWHPViRN68sYgvLM,5000000000
1Jr13yRHktPhsjA3BHVdJiJ6TTp5WWMVaB,5000000000
19goCSX9CywgwQ9pSpJQuZM3hymG2YkgT7,5000000000
1BLzydSg6VcxGUhzWiSvFLEdhCfaMFxwtF,5000000000
13ewWotA9jbhS6wJQ2QCFW4hmbNsMN8YTW,5000000000
1AB1QxNJF8uJJ7LUoc5aKCsjbtyhzA467d,5000000000
1BBW63mwxx577hkxv1CUAU9RdxV2TaZEAR,5000000000
1KwkVpjrWH6ykUBi4MPWZoNm1RavQ6Q5Y9,5000000000
1AAHicfXG1pa88hCGrLW49fmYvhTJm6xJo,5000000000
1AwKda55PhFjxLpLUWgVHzmj3mKvUaQ3CU,5000000000
1QDtThte5Hje4624xnCRKxzYuSvsYyWJEE,5000000000
1FSSpgZ4QXCVo31tYASQrSdqZyRU8imnqM,5000000000
1ApQsrqgnWjspVXGomxwuQToXcWbr9pTBv,5000000000
161AgLn1Lv3ndUjZpTWpeHrzijtH1NgXCu,5000000000
19oKgkzwgkXmXHvGSPx8dedJNsBFqAESaG,5000000000
19cYq6sitjXqLHdoVMrq5yAPhPB4omD3SE,5000000000
17psuEb8vbPfXDgdV5jxefGR1vR25hPFYc,5000000000
1Dx4LDMFcoWLF7JCUfTPQC2K1PNsf15n1e,5000000000
1JVXKnXeDVVmATtQb4HWj185o4QnKJAs4h,5000000000
16tQj8xjsX67fhD9pHkikYwoCnwWckHpbv,5000000000
1MngxXtUGPfXzwhQEMSYWtGMvggsHe5vZM,5000000000
1D9skXbeH4wzcUsTvx5QBtLSU1Q6HPcgYc,5000000000
1JQka36Ce34ucZyeY5bC1bcE4nUk78943b,5000000000
1GLyn6T2rmmJNQFqwGpw3gamZWp7euiX3h,5000000000
1AkVa89P8cmtcT7LLDpzHhJ4z3PUcGDzd3,5000000000
1KkyuyFdz7ihhBpF6jPLGZSiCGdCxpG5wr,5000000000
1HN91JTh1bxrKhNEKtaWvNSeWoxgqadiEN,5000000000
1PB4zpbC2ANcP8NmquWkGHQ7B62ko4g8fR,5000000000
12RDcPBiZ8WWzdk16AMshxj47h6KqdBrFX,5000000000
17juiwuKHAErK7iZuSaTUgkiwFXEYmcEuj,5000000000
1GsyATUvQDK5jDjSFFi4FA4HVM24CRREuw,5000000000
168bNxvtgLUWVG6b5WBBJbc35uzRuGp2iD,5000000000
185zJPe2iMnMnFAQX8DUP28fKxtetyRqm3,5000000000
1PjwE5UsWWUj5moaZMyKQGqj9eoWvS3fpQ,5000000000
1LUPi6QxERFrysjCDimQYJAek79CEbS5Z1,5000000000
